t,main,turn,theta,pm1,pm2,pm3,ptm,pt0,ptp,confm,conft,thg,thref,wref
12.2,1,0,-0.00544968154281378,0.990702509880066,6.08735354035161e-06,0.00929137039929628,0.0141846453770995,0.985744535923004,7.09115192876197e-05,0.990702509880066,0.985744535923004,0,0,0
12.4,1,0,-0.00517491344362497,0.995354175567627,4.70225950266467e-06,0.00464112358167768,0.0144754201173782,0.985457122325897,6.74251496093348e-05,0.995354175567627,0.985457122325897,0,0,0
12.6,1,0,-0.00490644108504057,0.997856080532074,3.39465327670041e-06,0.00214041583240032,0.0134468721225858,0.986491501331329,6.15638491581194e-05,0.997856080532074,0.986491501331329,0,0,0
12.8,1,0,-0.00389314349740744,0.999059975147247,2.35484844779421e-06,0.000937657197937369,0.011680506169796,0.988264203071594,5.5272044846788e-05,0.999059975147247,0.988264203071594,0,0,0
13,1,0,-0.00273077562451363,0.999589025974274,1.59227363383252e-06,0.000409430998843163,0.00998916383832693,0.989959180355072,5.17306107212789e-05,0.999589025974274,0.989959180355072,0,0,0
13.2,1,0,-0.00169706903398037,0.999832391738892,1.03313084309775e-06,0.000166531885042787,0.00813430268317461,0.991816103458405,4.95415661134757e-05,0.999832391738892,0.991816103458405,0,0,0
13.4,1,0,-0.000865788199007511,0.999930262565613,6.87544059019274e-07,6.89854714437388e-05,0.00647465791553259,0.993477463722229,4.7859015467111e-05,0.999930262565613,0.993477463722229,0,0,0
13.6,1,0,-0.000339270569384098,0.999968767166138,4.76101376989391e-07,3.07723275909666e-05,0.00541056459769607,0.994539439678192,4.99818779644556e-05,0.999968767166138,0.994539439678192,0,0,0
13.8,1,0,8.58865678310394e-05,0.999984979629517,3.39519459657822e-07,1.46965048770653e-05,0.00450992584228516,0.995437920093536,5.22616974194534e-05,0.999984979629517,0.995437920093536,0,0,0
14,1,0,0.000359204597771168,0.999991655349731,2.57662946978598e-07,8.09514767752262e-06,0.00393836991861463,0.996004402637482,5.72467906749807e-05,0.999991655349731,0.996004402637482,0,0,0
14.2,1,0,0.000727456994354725,0.999994993209839,2.00783063064591e-07,4.74245689474628e-06,0.00363141414709389,0.996302247047424,6.62414386169985e-05,0.999994993209839,0.996302247047424,0,0,0
14.4,1,0,0.00114460475742817,0.999996900558472,1.59599110816089e-07,2.93167931886273e-06,0.00325701967813075,0.996667563915253,7.54918655729853e-05,0.999996900558472,0.996667563915253,0,0,0
14.6,1,0,0.00156883988529444,0.999997973442078,1.30308606571816e-07,1.92592733583297e-06,0.00289116962812841,0.997025072574615,8.37471234262921e-05,0.999997973442078,0.997025072574615,0,0,0
14.8,1,0,0.00195141974836588,0.999998569488525,1.07285849537675e-07,1.28695455714478e-06,0.0025055892765522,0.997401595115662,9.28025619941764e-05,0.999998569488525,0.997401595115662,0,0,0
15,1,0,0.00219213496893644,0.999999046325684,8.99829899481119e-08,8.75668320077239e-07,0.00214764499105513,0.997753918170929,9.84765938483179e-05,0.999999046325684,0.997753918170929,0,0,0
15.2,1,0,0.00235418509691954,0.999999284744263,7.64273266895543e-08,6.11823168128467e-07,0.00184050388634205,0.998057544231415,0.000102003839856479,0.999999284744263,0.998057544231415,0,0,0
15.4,1,0,0.00251771230250597,0.999999403953552,6.60528343132682e-08,4.4773986473956e-07,0.00158031564205885,0.998317003250122,0.000102729827631265,0.999999403953552,0.998317003250122,0,0,0
15.6,1,0,0.00266312528401613,0.999999642372131,5.76972176702384e-08,3.39815017014189e-07,0.00136386114172637,0.998533844947815,0.000102303150924854,0.999999642372131,0.998533844947815,0,0,0
15.8,1,0,0.00277803745120764,0.999999761581421,5.06385013920863e-08,2.645712697813e-07,0.00117785518523306,0.998720407485962,0.000101756486401428,0.999999761581421,0.998720407485962,0,0,0
16,1,0,0.00286432448774576,0.999999761581421,4.54603323873926e-08,2.15607940390328e-07,0.00103062612470239,0.998868584632874,0.000100897865195293,0.999999761581421,0.998868584632874,0,0,0
16.2,1,0,0.00299414526671171,0.999999761581421,4.14399714543379e-08,1.8118542755019e-07,0.000911847979295999,0.998988568782806,9.96129674604163e-05,0.999999761581421,0.998988568782806,0,0,0
16.4,1,0,0.00312233157455921,0.99999988079071,3.85052310036826e-08,1.56778568793925e-07,0.000820686691440642,0.999081015586853,9.82266064966097e-05,0.99999988079071,0.999081015586853,0,0,0
16.6,1,0,0.00323634687811136,0.99999988079071,3.62938799014501e-08,1.38883279987567e-07,0.00074770679930225,0.999155402183533,9.68470849329606e-05,0.99999988079071,0.999155402183533,0,0,0
16.8,1,0,0.00334436912089586,0.99999988079071,3.44609389912875e-08,1.24977731275067e-07,0.000687720021232963,0.999216437339783,9.57745796767995e-05,0.99999988079071,0.999216437339783,0,0,0
17,1,0,0.00344472471624613,0.99999988079071,3.2950850936686e-08,1.13973918303145e-07,0.000639893405605108,0.999265015125275,9.50386820477434e-05,0.99999988079071,0.999265015125275,0,0,0
17.2,1,0,0.00353588256984949,0.99999988079071,3.16946291434306e-08,1.05162335728437e-07,0.000600289378780872,0.999305248260498,9.44952626014128e-05,0.99999988079071,0.999305248260498,0,0,0
17.4,1,0,0.00362123362720013,0.99999988079071,3.06944798467157e-08,9.82513768121862e-08,0.00056741019943729,0.999338448047638,9.41572870942764e-05,0.99999988079071,0.999338448047638,0,0,0
17.6,1,0,0.00368941575288773,0.99999988079071,2.98112290408881e-08,9.24242300470723e-08,0.000538392690941691,0.999367892742157,9.37655058805831e-05,0.99999988079071,0.999367892742157,0,0,0
17.8,1,0,0.00374636705964804,0.99999988079071,2.90791906110144e-08,8.76715660069749e-08,0.000514165731146932,0.99939239025116,9.34340423555113e-05,0.99999988079071,0.99939239025116,0,0,0
18,1,0,0.00379840936511755,0.99999988079071,2.84652319493262e-08,8.37150508914419e-08,0.000493509345687926,0.999413371086121,9.31305985432118e-05,0.99999988079071,0.999413371086121,0,0,0
18.2,1,0,0.00384392961859703,0.99999988079071,2.79286709314874e-08,8.03685153982769e-08,0.000475704640848562,0.999431312084198,9.28739027585834e-05,0.99999988079071,0.999431312084198,0,0,0
18.4,1,0,0.00388371665030718,0.99999988079071,2.7475703490154e-08,7.75927446738933e-08,0.000460596376797184,0.99944669008255,9.26752909435891e-05,0.99999988079071,0.99944669008255,0,0,0
18.6,1,0,0.00391835905611515,0.99999988079071,2.70770907917495e-08,7.51978603830139e-08,0.000447705038823187,0.999459683895111,9.25523927435279e-05,0.99999988079071,0.999459683895111,0,0,0
18.8,1,0,0.00394911039620638,0.99999988079071,2.67060009662146e-08,7.30458467046446e-08,0.000436432776041329,0.999471127986908,9.2473164841067e-05,0.99999988079071,0.999471127986908,0,0,0
19,1,0,0.00397573690861464,0.99999988079071,2.63817803158872e-08,7.11914225348664e-08,0.000426472863182425,0.99948114156723,9.24163468880579e-05,0.99999988079071,0.99948114156723,0,0,0
19.2,1,0,0.00399783346801996,0.99999988079071,2.61025885350818e-08,6.96007944611665e-08,0.000417511386331171,0.999490141868591,9.2377704277169e-05,0.99999988079071,0.999490141868591,0,0,0
19.4,1,0,0.00401643384248018,0.99999988079071,2.58626293714315e-08,6.82371492644052e-08,0.000409626285545528,0.999498009681702,9.23164334380999e-05,0.99999988079071,0.999498009681702,0,0,0
19.6,1,0,0.00403272826224566,0.99999988079071,2.56594070435767e-08,6.70861410867474e-08,0.000402800826122984,0.999504923820496,9.22522012842819e-05,0.99999988079071,0.999504923820496,0,0,0
19.8,1,0,0.00404722150415182,0.99999988079071,2.54863987692033e-08,6.60963550558336e-08,0.00039690567064099,0.999510884284973,9.22085091588087e-05,0.99999988079071,0.999510884284973,0,0,0
20,1,0,0.00405993312597275,0.99999988079071,2.53356642332392e-08,6.52350351515452e-08,0.000391827255953103,0.999516010284424,9.21811079024337e-05,0.99999988079071,0.999516010284424,0,0,0
20.2,1,0,0.00407097488641739,0.99999988079071,2.52049012772204e-08,6.44919992964788e-08,0.000387480482459068,0.999520301818848,9.21700775506906e-05,0.99999988079071,0.999520301818848,0,0,0
20.4,1,0,0.00408044829964638,0.99999988079071,2.50909337751182e-08,6.38493062865564e-08,0.000383756938390434,0.999523997306824,9.21680402825586e-05,0.99999988079071,0.999523997306824,0,0,0
20.6,1,0,0.004088394343853,0.99999988079071,2.49913494343446e-08,6.32897396712906e-08,0.000380542507627979,0.999527215957642,9.21709797694348e-05,0.99999988079071,0.999527215957642,0,0,0
20.8,1,0,0.00409530382603407,0.99999988079071,2.49046969713618e-08,6.28029681593034e-08,0.000377735414076596,0.999530076980591,9.2169750132598e-05,0.99999988079071,0.999530076980591,0,0,0
21,1,0,0.00410149060189724,0.99999988079071,2.48298519522905e-08,6.23815381572967e-08,0.000375302159227431,0.999532461166382,9.21685568755493e-05,0.99999988079071,0.999532461166382,0,0,0
21.2,1,0,0.00410692300647497,0.99999988079071,2.47644891260279e-08,6.20156725972265e-08,0.000373182381736115,0.999534606933594,9.2165770183783e-05,0.99999988079071,0.999534606933594,0,0,0
21.4,1,0,0.00411170907318592,0.99999988079071,2.47074947168358e-08,6.16968875988277e-08,0.000371338508557528,0.999536633491516,9.21640312299132e-05,0.99999988079071,0.999536633491516,0,0,0
21.6,1,0,0.00411592144519091,0.99999988079071,2.46577798179715e-08,6.14188522263248e-08,0.000369727204088122,0.99953818321228,9.21617902349681e-05,0.99999988079071,0.99953818321228,0,0,0
21.8,1,0,0.00411963649094105,0.99999988079071,2.46141738102779e-08,6.11761379332165e-08,0.000368323700968176,0.999539613723755,9.21602622838691e-05,0.99999988079071,0.999539613723755,0,0,0
22,1,0,0.00412288028746843,0.99999988079071,2.45760816142138e-08,6.09649575267213e-08,0.000367097469279543,0.99954080581665,9.21589598874561e-05,0.99999988079071,0.99954080581665,0,0,0
22.2,1,0,0.00412574410438538,0.99999988079071,2.45429170320222e-08,6.07805787922189e-08,0.000366032851161435,0.999541878700256,9.21582686714828e-05,0.99999988079071,0.999541878700256,0,0,0
22.4,1,0,0.00412826333194971,0.99999988079071,2.45135822751763e-08,6.06202306130399e-08,0.000365107756806538,0.999542832374573,9.21564278542064e-05,0.99999988079071,0.999542832374573,0,0,0
22.6,1,0,0.00413047708570957,0.99999988079071,2.44879281297017e-08,6.04797918413169e-08,0.000364298204658553,0.999543607234955,9.21543032745831e-05,0.99999988079071,0.999543607234955,0,0,0
22.8,1,0,0.00413237884640694,0.99999988079071,2.44654252412602e-08,6.03570597945691e-08,0.000363591796485707,0.999544322490692,9.21524333534762e-05,0.99999988079071,0.999544322490692,0,0,0
23,1,0,0.0041340347379446,0.99999988079071,2.44458338016784e-08,6.024998100429e-08,0.000362973747542128,0.99954491853714,9.21507307793945e-05,0.99999988079071,0.99954491853714,0,0,0
23.2,1,0,0.00413550157099962,0.99999988079071,2.44285871531247e-08,6.01562817337253e-08,0.00036243224167265,0.999545395374298,9.21491882763803e-05,0.99999988079071,0.999545395374298,0,0,0
23.4,1,0,0.00413679890334606,0.99999988079071,2.44135431870518e-08,6.00740648337705e-08,0.000361959566362202,0.999545872211456,9.21480896067806e-05,0.99999988079071,0.999545872211456,0,0,0
23.6,1,0,0.00413794070482254,0.99999988079071,2.44002755778183e-08,6.00027263431002e-08,0.000361546408385038,0.999546349048615,9.21467290027067e-05,0.99999988079071,0.999546349048615,0,0,0
23.8,1,0,0.00413892511278391,0.99999988079071,2.43888287343452e-08,5.99399285761137e-08,0.000361183483619243,0.999546706676483,9.21457103686407e-05,0.99999988079071,0.999546706676483,0,0,0
24,1,0,0.00413976609706879,0.99999988079071,2.43789699538866e-08,5.98858775902045e-08,0.00036086596082896,0.999546945095062,9.21449391171336e-05,0.99999988079071,0.999546945095062,0,0,0
24.2,1,0,0.00414048135280609,0.99999988079071,2.4370182316602e-08,5.9837923060968e-08,0.00036058880505152,0.999547302722931,9.2144007794559e-05,0.99999988079071,0.999547302722931,0,0,0
24.4,1,0,0.00414114911109209,0.99999988079071,2.43626079310388e-08,5.97963918380628e-08,0.000360347214154899,0.99954754114151,9.21435057534836e-05,0.99999988079071,0.99954754114151,0,0,0
24.6,1,0,0.00414171349257231,0.99999988079071,2.43556854684357e-08,5.9759337034393e-08,0.000360132602509111,0.999547779560089,9.21426471904851e-05,0.99999988079071,0.999547779560089,0,0,0
24.8,1,0,0.00414218846708536,0.99999988079071,2.43498785579277e-08,5.97275402469677e-08,0.000359948229743168,0.999547898769379,9.21423052204773e-05,0.99999988079071,0.999547898769379,0,0,0
25,1,0,0.00414260756224394,0.99999988079071,2.43446311998241e-08,5.96991824863835e-08,0.000359783938620239,0.999548137187958,9.21417959034443e-05,0.99999988079071,0.999548137187958,0,0,0
25.2,1,0,0.00414297729730606,0.99999988079071,2.43400819499584e-08,5.96743632286234e-08,0.000359639059752226,0.999548256397247,9.21411046874709e-05,0.99999988079071,0.999548256397247,0,0,0
25.4,1,0,0.00414328929036856,0.99999988079071,2.433595014395e-08,5.96526277263365e-08,0.000359515106538311,0.999548375606537,9.21409373404458e-05,0.99999988079071,0.999548375606537,0,0,0
25.6,1,0,0.00414356775581837,0.99999988079071,2.43326994109339e-08,5.96344307268737e-08,0.000359404948540032,0.999548494815826,9.21403407119215e-05,0.99999988079071,0.999548494815826,0,0,0
25.8,1,0,0.00414381176233292,0.99999988079071,2.43297293422984e-08,5.9617825343139e-08,0.000359309720806777,0.999548614025116,9.21401806408539e-05,0.99999988079071,0.999548614025116,0,0,0
26,1,0,0.00414404645562172,1,2.43270434907572e-08,5.96032769806243e-08,0.000359226629370824,0.999548614025116,9.21400060178712e-05,1,0.999548614025116,0,0,0
26.2,1,0,0.00414426531642675,1,2.43245832365346e-08,5.9590206547e-08,0.000359152531018481,0.999548733234406,9.21398313948885e-05,1,0.999548733234406,0,0,0
26.4,1,0,0.00414440035820007,1,2.43225422025262e-08,5.95792961632924e-08,0.000359089346602559,0.999548733234406,9.21399187063798e-05,1,0.999548733234406,0,0,0
26.6,1,0,0.00414453912526369,1,2.43207338712637e-08,5.9569522647962e-08,0.000359031138941646,0.999548852443695,9.21393220778555e-05,1,0.999548852443695,0,0,0
26.8,1,0,0.00414466019719839,1,2.43192488369459e-08,5.9561116927398e-08,0.000358981167664751,0.999548852443695,9.21393220778555e-05,1,0.999548852443695,0,0,0
27,1,0,0.00414476823061705,1,2.43177638026282e-08,5.95537308356597e-08,0.000358939258148894,0.999548971652985,9.21395039767958e-05,1,0.999548971652985,0,0,0
27.2,1,0,0.00414486136287451,1,2.43166518032467e-08,5.95473714781747e-08,0.000358901801519096,0.999548971652985,9.21391474548727e-05,1,0.999548971652985,0,0,0
27.4,1,0,0.00414495076984167,1,2.43154918422306e-08,5.95413531812028e-08,0.000358867575414479,0.999548971652985,9.21390601433814e-05,1,0.999548971652985,0,0,0
27.6,1,0,0.00414503179490566,1,2.43147493250717e-08,5.95366955735699e-08,0.000358838675310835,0.999548971652985,9.21388855203986e-05,1,0.999548971652985,0,0,0
27.8,1,0,0.00414509139955044,1,2.43138682520794e-08,5.95321552054884e-08,0.000358813209459186,0.999549090862274,9.21386381378397e-05,1,0.999549090862274,0,0,0
28,1,0,0.00414512865245342,1,2.43131275112773e-08,5.95282934057195e-08,0.000358790624886751,0.999549090862274,9.21389000723138e-05,1,0.999549090862274,0,0,0
28.2,1,0,0.00414518639445305,1,2.43124773646741e-08,5.9525113726977e-08,0.000358771794708446,0.999549090862274,9.21388127608225e-05,1,0.999549090862274,0,0,0
28.4,1,0,0.0041452394798398,1,2.43118734033487e-08,5.95218203613967e-08,0.000358753663022071,0.999549090862274,9.21383762033656e-05,1,0.999549090862274,0,0,0
28.6,1,0,0.00414526369422674,1,2.43114577358483e-08,5.95194364905183e-08,0.000358739285729825,0.999549090862274,9.21385508263484e-05,1,0.999549090862274,0,0,0
28.8,1,0,0.00414528138935566,1,2.43109923303564e-08,5.95171663064775e-08,0.000358726654667407,0.999549090862274,9.21385508263484e-05,1,0.999549090862274,0,0,0
29,1,0,0.00414531771093607,1,2.43107152186894e-08,5.95151234961122e-08,0.00035871472209692,0.999549210071564,9.2138558102306e-05,1,0.999549210071564,0,0,0
29.2,1,0,0.00414534565061331,1,2.43104363306657e-08,5.95134217462601e-08,0.000358703429810703,0.999549210071564,9.21382961678319e-05,1,0.999549210071564,0,0,0
29.4,1,0,0.00414536148309708,1,2.4310111257364e-08,5.95119473700834e-08,0.000358695891918615,0.999549210071564,9.21383834793232e-05,1,0.999549210071564,0,0,0
29.6,1,0,0.00414536241441965,1,2.43098341456971e-08,5.9510469441193e-08,0.000358688354026526,0.999549210071564,9.21383834793232e-05,1,0.999549210071564,0,0,0
29.8,1,0,0.00414538662880659,1,2.4309603219308e-08,5.95092224386917e-08,0.000358680495992303,0.999549210071564,9.21382088563405e-05,1,0.999549210071564,0,0,0
30,1,0,0.00414541643112898,1,2.43095090723955e-08,5.95085403176654e-08,0.000358674675226212,0.999549210071564,9.21379469218664e-05,1,0.999549210071564,0,0,0
30.2,1,0,0.00414542853832245,1,2.43093243312842e-08,5.95075206888396e-08,0.000358670396963134,0.999549210071564,9.21382088563405e-05,1,0.999549210071564,0,0,0
30.4,1,0,0.00414544250816107,1,2.43091378138161e-08,5.95067248809755e-08,0.000358665769454092,0.999549210071564,9.21380342333578e-05,1,0.999549210071564,0,0,0
30.6,1,0,0.00414543692022562,1,2.43089992579826e-08,5.95058153862738e-08,0.00035866184043698,0.999549210071564,9.21382961678319e-05,1,0.999549210071564,0,0,0
30.8,1,0,0.00414544995874166,1,2.43089530727048e-08,5.95052505047988e-08,0.00035865863901563,0.999549210071564,9.21380342333578e-05,1,0.999549210071564,0,0,0
31,1,0,0.00414545647799969,1,2.43089068874269e-08,5.95049094442857e-08,0.000358654680894688,0.999549210071564,9.21379469218664e-05,1,0.999549210071564,0,0,0
31.2,1,0,0.00414545554667711,1,2.43088607021491e-08,5.95044546969348e-08,0.000358651421265677,0.999549210071564,9.2137765022926e-05,1,0.999549210071564,0,0,0
31.4,1,0,0.00414546765387058,1,2.43086759610378e-08,5.95037725759084e-08,0.000358649383997545,0.999549210071564,9.21379469218664e-05,1,0.999549210071564,0,0,0
31.6,1,0,0.00414546020328999,1,2.43086279994031e-08,5.95036588890707e-08,0.000358647666871548,0.999549210071564,9.2137765022926e-05,1,0.999549210071564,0,0,0
31.8,1,0,0.00414548441767693,1,2.43086279994031e-08,5.95033213812712e-08,0.000358645775122568,0.999549210071564,9.21379469218664e-05,1,0.999549210071564,0,0,0
32,1,0,0.00414546858519316,1,2.43085818141253e-08,5.95030940075958e-08,0.000358644261723384,0.999549210071564,9.2137859610375e-05,1,0.999549210071564,0,0,0
32.2,1,0,0.00414547603577375,1,2.43086279994031e-08,5.95030940075958e-08,0.000358643039362505,0.999549210071564,9.2137859610375e-05,1,0.999549210071564,0,0,0
32.4,1,0,0.00414547976106405,1,2.43086279994031e-08,5.95028666339203e-08,0.000358641846105456,0.999549210071564,9.2137765022926e-05,1,0.999549210071564,0,0,0
32.6,1,0,0.0041454741731286,1,2.43085818141253e-08,5.95026392602449e-08,0.00035864082747139,0.999549210071564,9.2137859610375e-05,1,0.999549210071564,0,0,0
32.8,1,0,0.00414547696709633,1,2.43085356288475e-08,5.95025255734072e-08,0.000358640128979459,0.999549210071564,9.2137859610375e-05,1,0.999549210071564,0,0,0
33,1,0,0.0041454853489995,1,2.43084432582918e-08,5.9502184512894e-08,0.000358639459591359,0.999549210071564,9.21379469218664e-05,1,0.999549210071564,0,0,0
33.2,1,0,0.0041454853489995,1,2.4308397073014e-08,5.95020708260563e-08,0.000358638790203258,0.999549210071564,9.21379469218664e-05,1,0.999549210071564,0,0,0
33.4,1,0,0.00414548255503178,1,2.4308397073014e-08,5.95019571392186e-08,0.000358637917088345,0.999549210071564,9.21376777114347e-05,1,0.999549210071564,0,0,0
33.6,1,0,0.0041454927995801,1,2.4308397073014e-08,5.95017297655431e-08,0.000358637043973431,0.999549210071564,9.21375903999433e-05,1,0.999549210071564,0,0,0
33.8,1,0,0.00414548348635435,1,2.4308397073014e-08,5.95018434523809e-08,0.000358637393219396,0.999549210071564,9.21375903999433e-05,1,0.999549210071564,0,0,0
34,1,0,0.0041454816237092,1,2.43083029261015e-08,5.95015023918677e-08,0.000358637567842379,0.999549210071564,9.2137765022926e-05,1,0.999549210071564,0,0,0
34.2,1,0,0.0041454927995801,1,2.43083029261015e-08,5.95015023918677e-08,0.000358636898454279,0.999549210071564,9.2137859610375e-05,1,0.999549210071564,0,0,0
34.4,1,0,0.00414548441767693,1,2.43083029261015e-08,5.95015023918677e-08,0.00035863637458533,0.999549210071564,9.21376777114347e-05,1,0.999549210071564,0,0,0
34.6,1,0,0.00414549559354782,1,2.43083029261015e-08,5.950138870503e-08,0.00035863570519723,0.999549210071564,9.21375903999433e-05,1,0.999549210071564,0,0,0
34.8,1,0,0.00414549466222525,1,2.43082567408237e-08,5.95011648840682e-08,0.000358634657459334,0.999549210071564,9.2137765022926e-05,1,0.999549210071564,0,0,0
35,1,0,0.00414548814296722,1,2.43082105555459e-08,5.95010511972305e-08,0.000358634482836351,0.999549210071564,9.21376777114347e-05,1,0.999549210071564,0,0,0
35.2,1,0,0.00414547976106405,1,2.43082567408237e-08,5.95011648840682e-08,0.000358634657459334,0.999549210071564,9.2137859610375e-05,1,0.999549210071564,0,0,0
35.4,1,0,0.00414548348635435,1,2.43082567408237e-08,5.95011648840682e-08,0.000358632969437167,0.999549210071564,9.21375903999433e-05,1,0.999549210071564,0,0,0
35.6,1,0,0.00414547976106405,1,2.43082105555459e-08,5.95010511972305e-08,0.000358631747076288,0.999549210071564,9.21375030884519e-05,1,0.999549210071564,0,0,0
35.8,1,0,0.0041454853489995,1,2.43082567408237e-08,5.95010511972305e-08,0.000358631747076288,0.999549210071564,9.21375903999433e-05,1,0.999549210071564,0,0,0
36,1,0,0.00414548721164465,1,2.43082105555459e-08,5.95009375103928e-08,0.000358631921699271,0.999549210071564,9.21374157769606e-05,1,0.999549210071564,0,0,0
36.2,1,0,0.00414548628032207,1,2.43081643702681e-08,5.9500823823555e-08,0.000358631747076288,0.999549210071564,9.21375903999433e-05,1,0.999549210071564,0,0,0
36.4,1,0,0.0041454890742898,1,2.43082105555459e-08,5.9500823823555e-08,0.000358631572453305,0.999549210071564,9.21376777114347e-05,1,0.999549210071564,0,0,0
36.6,1,0,0.00414548721164465,1,2.43081643702681e-08,5.9500823823555e-08,0.000358630903065205,0.999549210071564,9.21375030884519e-05,1,0.999549210071564,0,0,0
36.8,1,0,0.0041454927995801,1,2.43081643702681e-08,5.9500823823555e-08,0.000358631397830322,0.999549210071564,9.21375903999433e-05,1,0.999549210071564,0,0,0
37,1,0,0.0041454853489995,1,2.43082105555459e-08,5.9500823823555e-08,0.000358630903065205,0.999549210071564,9.21375903999433e-05,1,0.999549210071564,0,0,0
37.2,1,0,0.00414548441767693,1,2.43081643702681e-08,5.9500823823555e-08,0.000358630233677104,0.999549210071564,9.21376777114347e-05,1,0.999549210071564,0,0,0
37.4,1,0,0.00414548721164465,1,2.43081643702681e-08,5.9500823823555e-08,0.000358630233677104,0.999549210071564,9.21375903999433e-05,1,0.999549210071564,0,0,0
37.6,1,0,0.00414549466222525,1,2.43081643702681e-08,5.9500823823555e-08,0.000358630553819239,0.999549210071564,9.21376777114347e-05,1,0.999549210071564,0,0,0
37.8,1,0,0.00414549559354782,1,2.43082105555459e-08,5.95007101367173e-08,0.000358630059054121,0.999549210071564,9.21376777114347e-05,1,0.999549210071564,0,0,0
38,1,0,0.00414550118148327,1,2.43081643702681e-08,5.95005964498796e-08,0.000358629884431139,0.999549210071564,9.2137765022926e-05,1,0.999549210071564,0,0,0
38.2,1,0,0.00414551235735416,1,2.43081181849902e-08,5.95005964498796e-08,0.000358630233677104,0.999549210071564,9.21375903999433e-05,1,0.999549210071564,0,0,0
38.4,1,0,0.00414550025016069,1,2.43081181849902e-08,5.95003690762042e-08,0.00035862936056219,0.999549210071564,9.21375030884519e-05,1,0.999549210071564,0,0,0
38.6,1,0,0.00414550676941872,1,2.43081181849902e-08,5.95003690762042e-08,0.000358629535185173,0.999549210071564,9.21375030884519e-05,1,0.999549210071564,0,0,0
38.8,1,0,0.00414550025016069,1,2.43082105555459e-08,5.95005964498796e-08,0.000358629709808156,0.999549210071564,9.21376777114347e-05,1,0.999549210071564,0,0,0
39,1,0,0.00414550676941872,1,2.43081181849902e-08,5.95003690762042e-08,0.000358629709808156,0.999549210071564,9.21375903999433e-05,1,0.999549210071564,0,0,0
39.2,1,0,0.00414550211280584,1,2.43080258144346e-08,5.95002553893664e-08,0.000358630059054121,0.999549210071564,9.2137765022926e-05,1,0.999549210071564,0,0,0
39.4,1,0,0.00414550025016069,1,2.43081181849902e-08,5.95003690762042e-08,0.00035862936056219,0.999549210071564,9.21376777114347e-05,1,0.999549210071564,0,0,0
39.6,1,0,0.00414550211280584,1,2.43080719997124e-08,5.95003690762042e-08,0.000358629884431139,0.999549210071564,9.21376777114347e-05,1,0.999549210071564,0,0,0
39.8,1,0,0.00414550118148327,1,2.43080719997124e-08,5.95003690762042e-08,0.000358629535185173,0.999549210071564,9.21376777114347e-05,1,0.999549210071564,0,0,0
40,1,0,0.00414549745619297,1,2.43080258144346e-08,5.95002553893664e-08,0.00035862936056219,0.999549210071564,9.21375903999433e-05,1,0.999549210071564,0,0,0
40.2,1,0,0.00414550025016069,1,2.43080719997124e-08,5.95002553893664e-08,0.000358629709808156,0.999549210071564,9.21374157769606e-05,1,0.999549210071564,0,0,0
40.4,1,0,0.00414550770074129,1,2.43080719997124e-08,5.95003690762042e-08,0.000358629535185173,0.999549210071564,9.21375903999433e-05,1,0.999549210071564,0,0,0
40.6,1,0,0.00414550118148327,1,2.43080258144346e-08,5.95001417025287e-08,0.00035862936056219,0.999549210071564,9.21375903999433e-05,1,0.999549210071564,0,0,0
40.8,1,0,0.0041454965248704,1,2.43080258144346e-08,5.95001417025287e-08,0.000358629011316225,0.999549210071564,9.21375903999433e-05,1,0.999549210071564,0,0,0
41,1,0,0.00414550211280584,1,2.43079334438789e-08,5.94999143288533e-08,0.000358629185939208,0.999549210071564,9.2137765022926e-05,1,0.999549210071564,0,0,0
41.2,1,0,0.00414549466222525,1,2.43079796291568e-08,5.9500028015691e-08,0.000358628836693242,0.999549210071564,9.2137765022926e-05,1,0.999549210071564,0,0,0
41.4,1,0,0.00414549186825752,1,2.43079796291568e-08,5.9500028015691e-08,0.000358628167305142,0.999549210071564,9.21375903999433e-05,1,0.999549210071564,0,0,0
41.6,1,0,0.00414549745619297,1,2.43079796291568e-08,5.9500028015691e-08,0.000358627818059176,0.999549210071564,9.21376777114347e-05,1,0.999549210071564,0,0,0
41.8,1,0,0.00414549466222525,1,2.43079796291568e-08,5.9500028015691e-08,0.000358628167305142,0.999549210071564,9.21376777114347e-05,1,0.999549210071564,0,0,0
