case_index,controller,model_name,path_name,path_file,ref_file,disturbance_level,seed,status,message,elapsed_sec,n_samples,ey_rmse,ey_peak,epsi_rmse,epsi_peak,ev_rmse,eomega_rmse,j_du,viol_rate,F_sat_pct,omega_sat_pct,realtime_p50_ms,realtime_p95_ms,realtime_p99_ms,timeout_rate,timeseries_file
11,GRU,LPVMPC_AGV_simulink,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,1,1,error,Missing model file: E:\Matlab\Simulink\S-Function_16\simulink\LPVMPC_AGV_simulink.slx,0.008631,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
12,GRU,LPVMPC_AGV_simulink,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,2,1,error,Missing model file: E:\Matlab\Simulink\S-Function_16\simulink\LPVMPC_AGV_simulink.slx,0.0078997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
13,GRU,LPVMPC_AGV_simulink,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,0,1,error,Missing model file: E:\Matlab\Simulink\S-Function_16\simulink\LPVMPC_AGV_simulink.slx,0.0041686,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
14,GRU,LPVMPC_AGV_simulink,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,1,1,error,Missing model file: E:\Matlab\Simulink\S-Function_16\simulink\LPVMPC_AGV_simulink.slx,0.0043164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
15,GRU,LPVMPC_AGV_simulink,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,2,1,error,Missing model file: E:\Matlab\Simulink\S-Function_16\simulink\LPVMPC_AGV_simulink.slx,0.0042695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
16,GRU,LPVMPC_AGV_simulink,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,0,1,error,Missing model file: E:\Matlab\Simulink\S-Function_16\simulink\LPVMPC_AGV_simulink.slx,0.0031718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
17,GRU,LPVMPC_AGV_simulink,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,1,1,error,Missing model file: E:\Matlab\Simulink\S-Function_16\simulink\LPVMPC_AGV_simulink.slx,0.0026537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
18,GRU,LPVMPC_AGV_simulink,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,2,1,error,Missing model file: E:\Matlab\Simulink\S-Function_16\simulink\LPVMPC_AGV_simulink.slx,0.0025436,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
19,IMU,LPVMPC_AGV_simulink_IMU,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,0,1,ok,,139.9367971,14950,0.0369223854335007,0.164990837120782,0.16153481026761,0.33637760310368,NaN,NaN,1757803.81439017,0.00622073578595318,0.40133779264214,0.568561872909699,0.007714,0.00922076,0.010279886,0,
20,IMU,LPVMPC_AGV_simulink_IMU,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,1,1,ok,,130.1691602,14950,0.0182873920631081,0.101507161248676,0.0413788514972085,0.102160022803274,NaN,NaN,5015.36402527251,0,0,0,0.00721545,0.0081468,0.008666516,0,
21,IMU,LPVMPC_AGV_simulink_IMU,path_industrial,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_industrial.mat,2,1,ok,,128.4644548,14950,0.0182873920631081,0.101507161248676,0.0413788514972085,0.102160022803274,NaN,NaN,5015.36402527251,0,0,0,0.0070715,0.00800188,0.008545318,0,
22,IMU,LPVMPC_AGV_simulink_IMU,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,0,1,ok,,94.8479945,11950,0.052603205920579,0.200286596060031,0.0454513473933215,0.268326486627593,NaN,NaN,648.23712827233,0.000167364016736402,0,0.0167364016736402,0.0068959,0.00845125,0.009563689,0,
23,IMU,LPVMPC_AGV_simulink_IMU,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,1,1,ok,,95.0995678,11950,0.052603205920579,0.200286596060031,0.0454513473933215,0.268326486627593,NaN,NaN,648.23712827233,0.000167364016736402,0,0.0167364016736402,0.00696705,0.008363,0.00945436,0,
24,IMU,LPVMPC_AGV_simulink_IMU,path_s_curve,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_s_curve.mat,2,1,ok,,95.4380514,11950,0.052603205920579,0.200286596060031,0.0454513473933215,0.268326486627593,NaN,NaN,648.23712827233,0.000167364016736402,0,0.0167364016736402,0.00698185,0.00846838,0.009558475,0,
25,IMU,LPVMPC_AGV_simulink_IMU,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,0,1,ok,,90.562556,11950,0,0,0,0,NaN,NaN,922.583804867105,0,0,0,0.0071383,0.0078599,0.00820741,0,
26,IMU,LPVMPC_AGV_simulink_IMU,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,1,1,ok,,93.4838395,11950,0,0,0,0,NaN,NaN,911.227430388395,0,0,0,0.0072542,0.008471645,0.01120573,0,
27,IMU,LPVMPC_AGV_simulink_IMU,path_slope,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,E:\Matlab\Simulink\S-Function_16\data\paths\path_slope.mat,2,1,ok,,90.0768344,11950,0,0,0,0,NaN,NaN,911.227430388395,0,0,0,0.0069495,0.008049065,0.008897961,0,
