run_idx,segment_idx,ref_segment_idx,theta_true_deg,repeat_idx,variant_idx,variant_name,v_ref,omega_ref,radius_m,segment_duration,noise_variant,t0,t1,n_windows,theta_pred_median_deg,theta_pred_mean_deg,theta_pred_std_deg,error_median_deg,error_mean_deg,label_main_mode,conf_main_median
1,93,93,-5,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,294.4,297.59,13,-5.08651828764984,-5.08479950995014,0.0396639840397037,-0.0865182876498354,-0.0847995099501384,3,0.999999761581421
1,94,94,-4.5,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,297.6,300.79,13,-4.62880383259201,-4.62689331703383,0.0501246827982123,-0.128803832592009,-0.126893317033833,3,1
1,95,95,-4,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,300.8,303.99,13,-4.14006836587128,-4.1425762274448,0.0416443491297779,-0.140068365871277,-0.142576227444797,3,1
1,96,96,-3.5,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,304,307.19,13,-3.56068860490166,-3.55637402694288,0.00814594979649845,-0.0606886049016597,-0.0563740269428794,3,0.99999988079071
1,97,97,-3,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,307.2,310.39,13,-2.89416993083125,-2.88973076759502,0.0345954214782154,0.105830069168745,0.110269232404983,3,0.999998807907104
1,98,98,-2.5,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,310.4,313.59,13,-2.38543759121143,-2.39893066275424,0.0263159683843226,0.11456240878857,0.101069337245762,3,0.999999403953552
1,99,99,-2,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,313.6,316.79,13,-2.03638461565934,-2.01779359599986,0.0393044818613275,-0.0363846156593359,-0.0177935959998634,3,0.999761760234833
1,100,100,-1.5,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,316.8,319.99,13,-1.49026627512209,-1.49541466155878,0.053956625714907,0.00973372487790591,0.00458533844121689,1,0.999999761581421
1,101,101,-1,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,320,323.19,13,-0.583006644779747,-0.617006111482497,0.0884789517061675,0.416993355220253,0.382993888517503,1,0.999999761581421
1,102,102,-0.5,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,323.2,326.39,13,-0.0704334043090607,-0.0983625065233437,0.0580925961803149,0.429566595690939,0.401637493476656,1,1
1,103,103,0,3,3,left_R12_v096,0.96,0.08,12,3.2,clean,326.4,329.59,13,0.159154866904455,0.164891540325541,0.0983102263498486,0.159154866904455,0.164891540325541,1,0.99999988079071
