time_s,ModernTCN_e_y_m,ModernTCN_causal_e_y_m,ModernTCN_e_psi_rad,ModernTCN_causal_e_psi_rad,ModernTCN_X_m,ModernTCN_Y_m,ModernTCN_causal_X_m,ModernTCN_causal_Y_m,reference_X_m,reference_Y_m
35.56,-0.009665184263,-0.01030624529,-0.01135903829,-0.01069695755,22.88612244,-10.75061567,22.88567996,-10.7487694,22.85748969,-11.10045065
35.57,-0.009780737378,-0.01041683477,-0.01111343094,-0.01044635322,22.88509175,-10.75895612,22.88465419,-10.75711052,22.8565742,-11.10880061
35.58,-0.009894446155,-0.01052552472,-0.01086627192,-0.01019433862,22.88406289,-10.76729678,22.88363031,-10.76545185,22.85565871,-11.11715058
35.59,-0.01000629069,-0.01063229645,-0.01061774333,-0.009941089262,22.88303588,-10.77563767,22.88260833,-10.77379342,22.85474322,-11.12550054
35.6,-0.01011625178,-0.01073713195,-0.01036805139,-0.009686806162,22.88201074,-10.78397878,22.88158827,-10.78213522,22.85382773,-11.1338505
35.61,-0.01022431102,-0.01084001401,-0.01011710568,-0.009431416899,22.88098749,-10.79232012,22.88057015,-10.79047726,22.85291224,-11.14220046
35.62,-0.01033045068,-0.01094092611,-0.009864846375,-0.009174867483,22.87996615,-10.80066169,22.87955399,-10.79881953,22.85199675,-11.15055043
35.63,-0.01043465361,-0.01103985217,-0.009611421535,-0.00891544396,22.87894673,-10.8090035,22.8785398,-10.80716204,22.85108126,-11.15890039
35.64,-0.01053690329,-0.01113677541,-0.009357002246,-0.008649740121,22.87792924,-10.81734554,22.87752759,-10.8155048,22.85016578,-11.16725035
35.65,-0.01063718381,-0.01123167611,-0.009100715485,-0.00837820579,22.87691372,-10.82568782,22.8765174,-10.8238478,22.84925029,-11.17560032
35.66,-0.0107354791,-0.01132453174,-0.008838134187,-0.008102226504,22.87590016,-10.83403034,22.87550923,-10.83219105,22.8483348,-11.18395028
35.67,-0.01083177025,-0.01141531835,-0.008568780753,-0.007822773936,22.87488859,-10.84237311,22.87450312,-10.84053456,22.84741931,-11.19230024
35.68,-0.01092603486,-0.01150401141,-0.008295391199,-0.007541332236,22.87387903,-10.85071612,22.87349909,-10.84887832,22.84650382,-11.2006502
35.69,-0.01101824925,-0.01159058704,-0.00801944409,-0.00725884523,22.87287151,-10.85905939,22.87249716,-10.85722234,22.84558833,-11.20900017
35.7,-0.01110838985,-0.01167502265,-0.007742139365,-0.006976085653,22.87186605,-10.86740291,22.87149735,-10.86556662,22.84467284,-11.21735013
35.71,-0.01119643404,-0.01175729741,-0.007463285419,-0.006692645449,22.87086267,-10.87574668,22.87049969,-10.87391116,22.84375735,-11.22570009
35.72,-0.01128236017,-0.01183739197,-0.007183105478,-0.006408577754,22.86986139,-10.88409072,22.86950419,-10.88225597,22.84284187,-11.23405006
35.73,-0.01136614753,-0.01191528825,-0.006902473527,-0.006124625718,22.86886223,-10.89243501,22.86851087,-10.89060106,22.84192638,-11.24240002
35.74,-0.01144777687,-0.01199096985,-0.0066219711,-0.005841270614,22.86786522,-10.90077958,22.86751976,-10.89894641,22.84101089,-11.25074998
35.75,-0.01152723079,-0.01206442231,-0.006342092079,-0.005558929492,22.86687036,-10.90912441,22.86653085,-10.90729204,22.8400954,-11.25909994
35.76,-0.01160449386,-0.01213563316,-0.006062318735,-0.005277054853,22.86587768,-10.91746951,22.86554417,-10.91563794,22.83917991,-11.26744991
35.77,-0.01167955221,-0.01220459151,-0.00578258513,-0.004995547348,22.86488718,-10.92581488,22.86455972,-10.92398412,22.83826442,-11.27579987
35.78,-0.01175239327,-0.01227128772,-0.005503476664,-0.004714944818,22.86389889,-10.93416052,22.86357752,-10.93233058,22.83734893,-11.28414983
35.79,-0.01182300601,-0.01233571368,-0.005225362221,-0.00443558101,22.86291281,-10.94250644,22.86259757,-10.94067732,22.83643344,-11.2924998
35.8,-0.01189138116,-0.01239786292,-0.004948568091,-0.004157752711,22.86192895,-10.95085263,22.86161989,-10.94902434,22.83551796,-11.30084976
35.81,-0.0119575112,-0.01245773064,-0.004672575026,-0.003880952507,22.86094732,-10.9591991,22.86064446,-10.95737164,22.83460247,-11.30919972
35.82,-0.01202138998,-0.01251531332,-0.00439726786,-0.003605060873,22.85996792,-10.96754585,22.85967131,-10.96571921,22.83368698,-11.31754969
35.83,-0.01208301239,-0.01257060842,-0.004123101215,-0.003330503008,22.85899076,-10.97589288,22.85870042,-10.97406707,22.83277149,-11.32589965
35.84,-0.01214237462,-0.0126236146,-0.003850353398,-0.003057536705,22.85801585,-10.98424018,22.85773181,-10.98241522,22.831856,-11.33424961
35.85,-0.01219947422,-0.01267433181,-0.003579273598,-0.002786392865,22.85704318,-10.99258776,22.85676547,-10.99076364,22.83094051,-11.34259957
35.86,-0.01225431018,-0.01272276132,-0.003309410606,-0.002516643501,22.85607275,-11.00093562,22.8558014,-10.99911234,22.83002502,-11.35094954
35.87,-0.01230688253,-0.01276890536,-0.003040652812,-0.002248180663,22.85510458,-11.00928376,22.8548396,-11.00746132,22.82910954,-11.3592995
35.88,-0.01235719212,-0.01281276693,-0.002773364946,-0.001981344461,22.85413865,-11.01763217,22.85388006,-11.01581059,22.82819405,-11.36764946
35.89,-0.01240524079,-0.01285434993,-0.00250776694,-0.001716338674,22.85317496,-11.02598087,22.85292279,-11.02416013,22.82727856,-11.37599943
35.9,-0.01245103143,-0.01289365925,-0.002244056361,-0.001453346157,22.85221352,-11.03432984,22.85196777,-11.03250995,22.82636307,-11.38434939
35.91,-0.01249456807,-0.01293070081,-0.001981864881,-0.001192025849,22.85125431,-11.04267909,22.851015,-11.04086005,22.82544758,-11.39269935
35.92,-0.01253585552,-0.01296548127,-0.001721098647,-0.000932290487,22.85029733,-11.05102861,22.85006448,-11.04921042,22.82453209,-11.40104931
35.93,-0.01257489922,-0.01299800786,-0.001462048431,-0.0006744080961,22.84934259,-11.05937841,22.84911619,-11.05756107,22.8236166,-11.40939928
35.94,-0.01261170537,-0.01302828853,-0.001204888409,-0.000418538533,22.84839006,-11.06772848,22.84817014,-11.06591199,22.82270111,-11.41774924
35.95,-0.01264628101,-0.01305633199,-0.0009497751384,-0.0001648252254,22.84743975,-11.07607882,22.8472263,-11.07426319,22.82178563,-11.4260992
35.96,-0.01267863401,-0.01308214772,-0.0006964242193,8.698736251e-05,22.84649164,-11.08442943,22.84628468,-11.08261465,22.82087014,-11.43444917
35.97,-0.0127087729,-0.01310574582,-0.0004447637528,0.0003369632821,22.84554573,-11.09278032,22.84534526,-11.09096638,22.81995465,-11.44279913
35.98,-0.01273670669,-0.01312713681,-0.0001950199385,0.0005848980535,22.84460201,-11.10113147,22.84440803,-11.09931839,22.81903916,-11.45114909
35.99,-0.01276244496,-0.01314633178,5.267182153e-05,0.0008306696083,22.84366047,-11.10948288,22.84347297,-11.10767065,22.81812367,-11.45949905
36,-0.01278599796,-0.01316334242,0.0002981899526,0.001074168645,22.8427211,-11.11783457,22.84254009,-11.11602318,22.81720818,-11.46784902
36.01,-0.01280737662,-0.01317818104,0.0005417383814,0.001315569754,22.84178388,-11.12618651,22.84160937,-11.12437597,22.81629269,-11.47619898
36.02,-0.01282659234,-0.0131908604,0.0007833663437,0.001554913808,22.84084882,-11.13453872,22.84068078,-11.13272902,22.8153772,-11.48454894
36.03,-0.01284365695,-0.01320139365,0.00102290539,0.001792053379,22.83991589,-11.14289119,22.83975433,-11.14108233,22.81446172,-11.49289891
36.04,-0.01285858274,-0.0132097944,0.001260254248,0.002026899927,22.83898508,-11.15124391,22.83883,-11.1494359,22.81354623,-11.50124887
36.05,-0.0128713825,-0.01321607671,0.001495322314,0.00225937461,22.83805639,-11.15959689,22.83790776,-11.15778971,22.81263074,-11.50959883
36.06,-0.01288206958,-0.01322025512,0.001728238256,0.002489576897,22.83712979,-11.16795012,22.83698762,-11.16614378,22.81171525,-11.51794879
36.07,-0.01289065772,-0.01322234459,0.001959029446,0.002717525675,22.83620527,-11.17630361,22.83606955,-11.1744981,22.81079976,-11.52629876
36.08,-0.01289716099,-0.01322236039,0.002187579751,0.002943125273,22.83528283,-11.18465734,22.83515355,-11.18285266,22.80988427,-11.53464872
36.09,-0.01290159389,-0.01322031814,0.002413818639,0.003166317491,22.83436244,-11.19301132,22.83423958,-11.19120747,22.80896878,-11.54299868
36.1,-0.01290397129,-0.01321623388,0.002637683565,0.003387051203,22.83344409,-11.20136554,22.83332764,-11.19956251,22.80805329,-11.55134865
36.11,-0.0129043085,-0.01321012399,0.002859233796,0.003605356976,22.83252777,-11.20972,22.83241772,-11.2079178,22.80713781,-11.55969861
36.12,-0.01290262117,-0.0132020052,0.003078476331,0.003821233407,22.83161346,-11.21807471,22.83150979,-11.21627332,22.80622232,-11.56804857
36.13,-0.01289892525,-0.01319189455,0.003295342783,0.004034632076,22.83070114,-11.22642964,22.83060383,-11.22462907,22.80530683,-11.57639854
36.14,-0.01289323704,-0.01317980937,0.003509790708,0.004245522558,22.82979081,-11.23478482,22.82969984,-11.23298505,22.80439134,-11.5847485
36.15,-0.01288557315,-0.0131657673,0.003721783339,0.004453879249,22.82888243,-11.24314022,22.8287978,-11.24134127,22.80347585,-11.59309846
36.16,-0.01287595052,-0.01314978627,0.003931316525,0.004659670004,22.827976,-11.25149586,22.82789767,-11.2496977,22.80256036,-11.60144842
36.17,-0.01286438641,-0.01313188452,0.004138378645,0.004862875004,22.8270715,-11.25985172,22.82699946,-11.25805436,22.80164487,-11.60979839
36.18,-0.01285089833,-0.01311208056,0.004342945055,0.005063489075,22.82616891,-11.2682078,22.82610314,-11.26641124,22.80072938,-11.61814835
36.19,-0.01283550411,-0.01309039315,0.004544999188,0.005261507392,22.82526821,-11.27656411,22.82520868,-11.27476833,22.7998139,-11.62649831
36.2,-0.01281822182,-0.01306684131,0.004744528136,0.005456927982,22.82436939,-11.28492063,22.82431608,-11.28312564,22.79889841,-11.63484828
36.21,-0.01279906979,-0.01304144427,0.004941470164,0.005649661959,22.82347242,-11.29327737,22.82342531,-11.29148316,22.79798292,-11.64319824
36.22,-0.0127780666,-0.01301422154,0.005135796842,0.00583967295,22.8225773,-11.30163432,22.82253636,-11.29984088,22.79706743,-11.6515482
36.23,-0.01275523115,-0.01298519289,0.005327523639,0.006026995373,22.82168399,-11.30999147,22.8216492,-11.30819881,22.79615194,-11.65989816
36.24,-0.01273058252,-0.01295437829,0.005516657905,0.006211648048,22.82079249,-11.31834884,22.82076382,-11.31655694,22.79523645,-11.66824813
36.25,-0.01270414004,-0.01292179793,0.005703208882,0.006393650918,22.81990277,-11.32670641,22.81988019,-11.32491527,22.79432096,-11.67659809
36.26,-0.0126759232,-0.01288747215,0.005887062822,0.006572864016,22.81901481,-11.33506418,22.81899829,-11.3332738,22.79340548,-11.68494805
36.27,-0.01264595177,-0.01285142153,0.006068176235,0.006749236185,22.81812859,-11.34342214,22.81811811,-11.34163251,22.79248999,-11.69329802
36.28,-0.01261424574,-0.0128136669,0.006246601325,0.006922838026,22.8172441,-11.3517803,22.81723962,-11.34999142,22.7915745,-11.70164798
36.29,-0.01258082533,-0.01277422929,0.006422367552,0.007093710178,22.81636131,-11.36013866,22.8163628,-11.35835051,22.79065901,-11.70999794
36.3,-0.0125457109,-0.01273312985,0.006595504714,0.007261892888,22.81548021,-11.3684972,22.81548764,-11.36670979,22.78974352,-11.7183479
36.31,-0.01250892296,-0.01269038988,0.006765852311,0.007427200427,22.81460077,-11.37685592,22.81461411,-11.37506924,22.78882803,-11.72669787
36.32,-0.01247048224,-0.01264603084,0.006933353434,0.007589568506,22.81372297,-11.38521483,22.81374218,-11.38342887,22.78791254,-11.73504783
36.33,-0.01243040969,-0.01260007447,0.007098093832,0.007749100675,22.81284679,-11.39357392,22.81287185,-11.39178868,22.78699705,-11.74339779
36.34,-0.01238872647,-0.01255254267,0.007260123358,0.007905857657,22.81197222,-11.40193318,22.81200308,-11.40014865,22.78608157,-11.75174776
36.35,-0.01234545383,-0.01250345741,0.007419490827,0.008059898441,22.81109922,-11.41029262,22.81113585,-11.40850879,22.78516608,-11.76009772
36.36,-0.01230061312,-0.01245284076,0.007575993947,0.008210996528,22.81022779,-11.41865222,22.81027015,-11.4168691,22.78425059,-11.76844768
36.37,-0.01225422587,-0.01240071495,0.007729563904,0.008359076025,22.80935789,-11.427012,22.80940595,-11.42522956,22.7833351,-11.77679764
36.38,-0.01220631385,-0.01234710246,0.007880316947,0.008504270343,22.8084895,-11.43537193,22.80854322,-11.43359019,22.78241961,-11.78514761
36.39,-0.01215689899,-0.01229202588,0.008028321666,0.008646658608,22.80762262,-11.44373203,22.80768195,-11.44195096,22.78150412,-11.79349757
36.4,-0.01210600327,-0.01223550788,0.008173644399,0.00878631703,22.8067572,-11.45209229,22.80682212,-11.45031189,22.78058863,-11.80184753
36.41,-0.01205364874,-0.01217757114,0.008316045711,0.008922983026,22.80589323,-11.46045269,22.8059637,-11.45867297,22.77967314,-11.8101975
36.42,-0.01199985758,-0.0121182385,0.008455446291,0.009056570502,22.8050307,-11.46881325,22.80510666,-11.46703419,22.77875766,-11.81854746
36.43,-0.01194465224,-0.01205753303,0.008591989965,0.009187239777,22.80416957,-11.47717396,22.80425099,-11.47539556,22.77784217,-11.82689742
36.44,-0.01188805524,-0.0119954779,0.008725762451,0.009315086748,22.80330982,-11.48553482,22.80339667,-11.48375706,22.77692668,-11.83524738
36.45,-0.01183008918,-0.01193209631,0.00885684614,0.009440203353,22.80245143,-11.49389581,22.80254366,-11.4921187,22.77601119,-11.84359735
36.46,-0.01177077664,-0.01186741141,0.008984968833,0.009562295325,22.80159439,-11.50225694,22.80169195,-11.50048047,22.7750957,-11.85194731
36.47,-0.01171014034,-0.01180144652,0.009110042022,0.009681267673,22.80073866,-11.51061821,22.80084151,-11.50884236,22.77418021,-11.86029727
36.48,-0.01164820321,-0.01173422515,0.009232234302,0.009797304788,22.79988423,-11.51897961,22.79999232,-11.51720439,22.77326472,-11.86864724
36.49,-0.01158498829,-0.01166577091,0.009351646954,0.009910517754,22.79903106,-11.52734115,22.79914436,-11.52556654,22.77234923,-11.8769972
36.5,-0.01152051861,-0.01159610736,0.00946837698,0.01002101278,22.79817915,-11.5357028,22.79829761,-11.5339288,22.77143375,-11.88534716
36.51,-0.01145481716,-0.01152525804,0.00958212354,0.01012846804,22.79732846,-11.54406458,22.79745203,-11.54229119,22.77051826,-11.89369713
36.52,-0.01138790705,-0.01145324658,0.009692790137,0.01023278087,22.79647897,-11.55242648,22.79660761,-11.55065368,22.76960277,-11.90204709
36.53,-0.01131981159,-0.01138009681,0.009800567442,0.01033415702,22.79563066,-11.5607885,22.79576432,-11.55901629,22.76868728,-11.91039705
36.54,-0.01125055415,-0.01130583261,0.009905570773,0.01043272121,22.79478351,-11.56915063,22.79492215,-11.567379,22.76777179,-11.91874701
36.55,-0.01118015809,-0.01123047783,0.01000791034,0.0105285925,22.7939375,-11.57751287,22.79408105,-11.57574182,22.7668563,-11.92709698
36.56,-0.01110864668,-0.01115405621,0.01010726053,0.01062142542,22.79309259,-11.58587522,22.79324102,-11.58410474,22.76594081,-11.93544694
36.57,-0.01103604327,-0.01107659158,0.01020351801,0.01071111074,22.79224877,-11.59423768,22.79240203,-11.59246776,22.76502532,-11.9437969
36.58,-0.01096237142,-0.01099810796,0.01029689293,0.01079787298,22.79140601,-11.60260024,22.79156406,-11.60083087,22.76410984,-11.95214687
36.59,-0.01088765472,-0.01091862938,0.01038751318,0.01088184902,22.7905643,-11.61096289,22.79072707,-11.60919407,22.76319435,-11.96049683
36.6,-0.0108119167,-0.01083817982,0.01047550078,0.01096316937,22.7897236,-11.61932564,22.78989105,-11.61755737,22.76227886,-11.96884679
36.61,-0.01073518079,-0.01075678311,0.01056050905,0.01104146857,22.78888389,-11.62768849,22.78905598,-11.62592075,22.76136337,-11.97719675
36.62,-0.01065747046,-0.01067446316,0.01064242883,0.01111663192,22.78804516,-11.63605142,22.78822182,-11.63428421,22.76044788,-11.98554672
36.63,-0.0105788094,-0.01059124403,0.01072148732,0.01118890024,22.78720737,-11.64441444,22.78738856,-11.64264775,22.75953239,-11.99389668
36.64,-0.01049922128,-0.01050714981,0.01079782354,0.01125842111,22.78637051,-11.65277755,22.78655617,-11.65101137,22.7586169,-12.00224664
36.65,-0.01041872968,-0.01042220446,0.01087156999,0.01132533515,22.78553454,-11.66114074,22.78572463,-11.65937507,22.75770142,-12.01059661
36.66,-0.01033735806,-0.0103364318,0.01094236235,0.01138926037,22.78469945,-11.669504,22.78489392,-11.66773883,22.75678593,-12.01894657
36.67,-0.01025512991,-0.01024985566,0.01101008668,0.01145007761,22.78386522,-11.67786734,22.784064,-11.67610267,22.75587044,-12.02729653
36.68,-0.01017206889,-0.01016250007,0.01107498487,0.01150804163,22.78303181,-11.68623076,22.78323487,-11.68446657,22.75495495,-12.03564649
36.69,-0.01008819865,-0.01007438901,0.01113720566,0.01156330933,22.78219922,-11.69459424,22.78240648,-11.69283053,22.75403946,-12.04399646
36.7,-0.01000354271,-0.009985546326,0.01119689076,0.01161603012,22.7813674,-11.7029578,22.78157883,-11.70119456,22.75312397,-12.05234642
36.71,-0.009918124419,-0.009895995687,0.01125366145,0.01166580875,22.78053635,-11.71132141,22.78075188,-11.70955864,22.75220848,-12.06069638
36.72,-0.009831967177,-0.009805760779,0.01130739998,0.01171252257,22.77970603,-11.71968509,22.77992561,-11.71792278,22.75129299,-12.06904635
36.73,-0.00974509451,-0.009714865429,0.01135836069,0.01175643804,22.77887642,-11.72804883,22.7791,-11.72628697,22.75037751,-12.07739631
36.74,-0.009657529912,-0.009623333416,0.01140670071,0.01179772002,22.7780475,-11.73641262,22.77827503,-11.73465121,22.74946202,-12.08574627
36.75,-0.009569296732,-0.009531188363,0.01145256969,0.01183652547,22.77721926,-11.74477647,22.77745067,-11.74301549,22.74854653,-12.09409623
36.76,-0.009480418124,-0.009438453674,0.0114955776,0.01187244894,22.77639165,-11.75314037,22.77662689,-11.75137982,22.74763104,-12.1024462
36.77,-0.009390917252,-0.009345152771,0.01153560379,0.01190531711,22.77556467,-11.76150431,22.77580368,-11.7597442,22.74671555,-12.11079616
36.78,-0.009300817405,-0.009251309261,0.01157291292,0.01193527423,22.77473828,-11.76986831,22.77498102,-11.76810861,22.74580006,-12.11914612
36.79,-0.009210141816,-0.00915694679,0.01160766921,0.0119624784,22.77391247,-11.77823234,22.77415887,-11.77647306,22.74488457,-12.12749609
36.8,-0.009118913556,-0.00906208893,0.01163998584,0.01198710869,22.7730872,-11.78659642,22.77333721,-11.78483754,22.74396908,-12.13584605
36.81,-0.009027155535,-0.008966759104,0.01166933846,0.01200875159,22.77226247,-11.79496054,22.77251603,-11.79320205,22.7430536,-12.14419601
36.82,-0.008934890764,-0.008870980812,0.01169557346,0.01202727209,22.77143825,-11.80332469,22.7716953,-11.80156659,22.74213811,-12.15254598
36.83,-0.008842142468,-0.008774777492,0.01171897572,0.01204645431,22.7706145,-11.81168887,22.77087498,-11.80993116,22.74122262,-12.16089594
36.84,-0.008748933896,-0.00867817052,0.011739725,0.01206751165,22.76979122,-11.82005309,22.77005508,-11.81829575,22.74030713,-12.1692459
36.85,-0.008655288188,-0.008581178359,0.01175799865,0.01208833435,22.76896837,-11.82841733,22.76923556,-11.82666037,22.73939164,-12.17759586
36.86,-0.008561228056,-0.008483818072,0.01177699949,0.01210789947,22.76814594,-11.8367816,22.7684164,-11.83502501,22.73847615,-12.18594583
36.87,-0.008466774143,-0.00838610615,0.01179767117,0.01212577379,22.7673239,-11.84514589,22.7675976,-11.84338967,22.73756066,-12.19429579
36.88,-0.008371944361,-0.008288058858,0.01181802907,0.01214183736,22.76650223,-11.85351021,22.76677913,-11.85175435,22.73664517,-12.20264575
36.89,-0.008276755327,-0.008189692346,0.01183711603,0.01215613066,22.76568093,-11.86187454,22.76596098,-11.86011904,22.73572969,-12.21099572
36.9,-0.008181223128,-0.008091022637,0.01185453185,0.01216877068,22.76485996,-11.8702389,22.76514314,-11.86848375,22.7348142,-12.21934568
36.91,-0.008085363653,-0.00799206556,0.01187017175,0.01217990555,22.76403933,-11.87860328,22.76432558,-11.87684848,22.73389871,-12.22769564
36.92,-0.007989192679,-0.007892837425,0.01188408171,0.01217889146,22.76321901,-11.88696767,22.7635083,-11.88521322,22.73298322,-12.2360456
36.93,-0.007892725862,-0.007793360052,0.01189637921,0.01217012058,22.76239898,-11.89533208,22.76269126,-11.89357797,22.73206773,-12.24439557
36.94,-0.007795978667,-0.007693659206,0.0119072104,0.012159804,22.76157923,-11.90369651,22.76187445,-11.90194272,22.73115224,-12.25274553
36.95,-0.007698967016,-0.007593759671,0.0119063286,0.01214626723,22.76075975,-11.91206094,22.76105784,-11.91030748,22.73023675,-12.26109549
36.96,-0.007601712154,-0.007493686407,0.01189761335,0.01212999064,22.75994051,-11.92042539,22.7602414,-11.91867223,22.72932126,-12.26944546
36.97,-0.007504239331,-0.007393464172,0.01188684634,0.01211073946,22.75912149,-11.92878984,22.75942511,-11.92703699,22.72840578,-12.27779542
36.98,-0.007406573185,-0.007293117712,0.01187252238,0.01208899978,22.75830266,-11.93715429,22.75860895,-11.93540174,22.72749029,-12.28614538
36.99,-0.007308738728,-0.007192671448,0.01185573197,0.01206500284,22.75748401,-11.94551875,22.75779289,-11.94376648,22.7265748,-12.29449534
37,-0.007210760615,-0.007092149351,0.01183655974,0.01203898945,22.75666549,-11.9538832,22.7569769,-11.95213121,22.72565931,-12.30284531
37.01,-0.007112663154,-0.006991574857,0.011814777,0.01201055952,22.7558471,-11.96224765,22.75616097,-11.96049594,22.72474382,-12.31119527
37.02,-0.00701447041,-0.006890971105,0.01179030431,0.01197960716,22.75502881,-11.97061209,22.75534507,-11.96886064,22.72382833,-12.31954523
37.03,-0.006916206308,-0.006790361052,0.01176350022,0.01194645237,22.75421059,-11.97897652,22.75452918,-11.97722534,22.72291284,-12.3278952
37.04,-0.006817894407,-0.006689767284,0.01173458653,0.01191129771,22.75339241,-11.98734093,22.75371328,-11.98559001,22.72199736,-12.33624516
37.05,-0.006719557788,-0.006589211912,0.01170376958,0.01187433203,22.75257427,-11.99570534,22.75289734,-11.99395467,22.72108187,-12.34459512
37.06,-0.006621218996,-0.00648871653,0.01167065583,0.01183513543,22.75175612,-12.00406973,22.75208134,-12.0023193,22.72016638,-12.35294508
37.07,-0.00652290027,-0.006388302459,0.01163513477,0.01179358132,22.75093796,-12.0124341,22.75126526,-12.01068391,22.71925089,-12.36129505
37.08,-0.00642462366,-0.006287990871,0.01159750999,0.01174997104,22.75011976,-12.02079846,22.75044908,-12.0190485,22.7183354,-12.36964501
37.09,-0.006326410859,-0.006187802618,0.01155797397,0.0117044941,22.7493015,-12.02916279,22.74963278,-12.02741306,22.71741991,-12.37799497
37.1,-0.006228283094,-0.006087758125,0.01151670772,0.01165732992,22.74848315,-12.0375271,22.74881634,-12.03577759,22.71650442,-12.38634494
37.11,-0.006130261093,-0.005987877356,0.01147330822,0.01160806212,22.7476647,-12.04589138,22.74799973,-12.04414208,22.71558893,-12.3946949
37.12,-0.006032365316,-0.005888180047,0.01142765484,0.01155656358,22.74684613,-12.05425563,22.74718295,-12.05250655,22.71467345,-12.40304486
37.13,-0.005934616078,-0.005788685832,0.0113800386,0.01150312859,22.74602741,-12.06261986,22.74636597,-12.06087098,22.71375796,-12.41139482
37.14,-0.005837033377,-0.005689414063,0.01133064361,0.01144794282,22.74520853,-12.07098406,22.74554876,-12.06923537,22.71284247,-12.41974479
37.15,-0.005739636798,-0.005590383716,0.01127964447,0.01139118269,22.74438947,-12.07934822,22.74473132,-12.07759973,22.71192698,-12.42809475
37.16,-0.005642445473,-0.005491613341,0.01122664413,0.01133244201,22.7435702,-12.08771235,22.74391362,-12.08596405,22.71101149,-12.43644471
37.17,-0.005545478312,-0.005393121299,0.01117152293,0.01127159749,22.74275071,-12.09607644,22.74309564,-12.09432832,22.710096,-12.44479468
37.18,-0.005448754111,-0.005294925872,0.01111456563,0.01120893833,22.74193098,-12.1044405,22.74227737,-12.10269256,22.70918051,-12.45314464
37.19,-0.005352291389,-0.005197045088,0.01105595278,0.01114464778,22.74111099,-12.11280451,22.74145879,-12.11105675,22.70826502,-12.4614946
37.2,-0.005256108292,-0.005099496628,0.01099585606,0.01107890017,22.74029072,-12.12116849,22.74063988,-12.11942089,22.70734954,-12.46984457
37.21,-0.005160222544,-0.005002297773,0.0109338889,0.01101130182,22.73947016,-12.12953242,22.73982062,-12.12778499,22.70643405,-12.47819453
37.22,-0.005064651678,-0.004905465632,0.01086993549,0.01094173449,22.73864929,-12.13789631,22.739001,-12.13614903,22.70551856,-12.48654449
37.23,-0.004969413135,-0.004809017246,0.01080427499,0.01087048189,22.73782809,-12.14626015,22.738181,-12.14451303,22.70460307,-12.49489445
37.24,-0.0048745241,-0.004712969419,0.01073708503,0.01079772459,22.73700654,-12.15462395,22.7373606,-12.15287698,22.70368758,-12.50324442
37.25,-0.00478000141,-0.004617338617,0.01066853462,0.01072363444,22.73618463,-12.1629877,22.73653979,-12.16124087,22.70277209,-12.51159438
37.26,-0.004685861505,-0.004522140927,0.01059824973,0.0106478316,22.73536234,-12.1713514,22.73571855,-12.16960471,22.7018566,-12.51994434
37.27,-0.004592120646,-0.004427392268,0.01052611933,0.01057020331,22.73453966,-12.17971504,22.73489686,-12.17796849,22.70094111,-12.52829431
37.28,-0.004498795012,-0.004333108492,0.0104524164,0.0104910269,22.73371656,-12.18807864,22.73407471,-12.18633222,22.70002563,-12.53664427
37.29,-0.004405900539,-0.004239305218,0.01037731521,0.01041047949,22.73289303,-12.19644218,22.73325209,-12.19469589,22.69911014,-12.54499423
37.3,-0.004313452827,-0.004145997735,0.01030098167,0.01032872972,22.73206906,-12.20480567,22.73242897,-12.2030595,22.69819465,-12.55334419
37.31,-0.004221467097,-0.004053200962,0.01022305563,0.01024541273,22.73124463,-12.2131691,22.73160534,-12.21142305,22.69727916,-12.56169416
37.32,-0.004129958393,-0.003960929646,0.01014343132,0.0101604215,22.73041973,-12.22153247,22.7307812,-12.21978653,22.69636367,-12.57004412
37.33,-0.004038941678,-0.003869198465,0.01006237459,0.01007402582,22.72959434,-12.22989578,22.72995651,-12.22814996,22.69544818,-12.57839408
37.34,-0.003948431678,-0.00377802186,0.009980055684,0.009986398581,22.72876845,-12.23825904,22.72913128,-12.23651332,22.69453269,-12.58674405
37.35,-0.00385844279,-0.003687413949,0.009896636694,0.009897704397,22.72794204,-12.24662223,22.72830548,-12.24487661,22.6936172,-12.59509401
37.36,-0.003768989041,-0.003597388479,0.009811772555,0.009807594425,22.72711509,-12.25498536,22.7274791,-12.25323984,22.69270172,-12.60344397
37.37,-0.003680084279,-0.003507959025,0.009725363047,0.009715967585,22.7262876,-12.26334843,22.72665213,-12.261603,22.69178623,-12.61179393
37.38,-0.00359174227,-0.003419139078,0.009637665848,0.009623085023,22.72545956,-12.27171143,22.72582455,-12.26996609,22.69087074,-12.6201439
37.39,-0.00350397654,-0.003330941896,0.009548846447,0.009529114564,22.72463094,-12.28007437,22.72499636,-12.27832911,22.68995525,-12.62849386
37.4,-0.00341680029,-0.003243380407,0.009459062387,0.009434215979,22.72380173,-12.28843724,22.72416753,-12.28669206,22.68903976,-12.63684382
37.41,-0.003330226357,-0.003156467176,0.009367984743,0.009338057465,22.72297193,-12.29680004,22.72333806,-12.29505493,22.68812427,-12.64519379
37.42,-0.003244267399,-0.003070214587,0.0092755191,0.00924054407,22.72214151,-12.30516277,22.72250794,-12.30341774,22.68720878,-12.65354375
37.43,-0.003158935978,-0.002984634931,0.009181913937,0.009141927205,22.72131048,-12.31352544,22.72167714,-12.31178047,22.6862933,-12.66189371
